rowid,dataset,_link,_link_activity,_link_activity_label,prefix,iatiidentifier,reportingorg_ref,ref,locationreach_code,locationreach_codename,name_narrative,description_narrative,activitydescription_narrative,administrative,point_srsName,point_pos,exactness_code,exactness_codename,locationclass,locationclass_code,locationclass_codename,featuredesignation_code,featuredesignation_codename,percentage,recipientcountry_codename,Sector
533186,iadb-bz,289319.location.0,289319,289319,iadb,XI-IATI-IADB-BL-J0003,XI-IATI-IADB,,1,Activity,"Belize, SIR EDNEY CAIN BUILDING, BELMOPAN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.25414, -88.77042",2,Approximate,,,,PPLC,capital of a political entity,,Belize,AGRICULTURE AND RURAL DEVELOPMENT
533188,iadb-br,289658.location.0,289658,289658,iadb,XI-IATI-IADB-BR-L1256,XI-IATI-IADB,,1,Activity,"Brazil,Norte",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-4.2112672, -58.65071316",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533191,iadb-br,289658.location.1,289658,289658,iadb,XI-IATI-IADB-BR-L1256,XI-IATI-IADB,,1,Activity,"Brazil,Se",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"49.6026265, 6.1338866",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533192,iadb-br,289658.location.2,289658,289658,iadb,XI-IATI-IADB-BR-L1256,XI-IATI-IADB,,1,Activity,"Brazil,Sergi",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.4221429, -38.90218806",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533193,iadb-br,289658.location.3,289658,289658,iadb,XI-IATI-IADB-BR-L1256,XI-IATI-IADB,,1,Activity,"Brazil,Sergipe",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.6743911, -37.3773519",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533189,iadb-bz,289323.location.0,289323,289323,iadb,XI-IATI-IADB-BL-L1028,XI-IATI-IADB,,1,Activity,"Belize,Belize",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.1204943, -88.6859028",2,Approximate,,,,PPLC,capital of a political entity,,Belize,ENVIRONMENT AND NATURAL DISASTERS
533194,iadb-br,289659.location.0,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Barbosa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-21.265661, -49.951816",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533197,iadb-br,289659.location.1,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Fernando de Noronha",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-3.8545643, -32.37861623",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533198,iadb-br,289659.location.2,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Itapissuma",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.767983, -34.897136",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533199,iadb-br,289659.location.3,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Olinda",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.9986401, -34.8459552",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533200,iadb-br,289659.location.4,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Recife",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-8.0584933, -34.8848193",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533201,iadb-br,289659.location.5,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Recife,Olinda",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.9986401, -34.8459552",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533202,iadb-br,289659.location.6,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Santo In cio",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-22.6973239, -51.792679",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533203,iadb-br,289659.location.7,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Santo In cio,Ba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-22.6973239, -51.792679",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533204,iadb-br,289659.location.8,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Tamandar ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-8.7500009, -35.1045787",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533205,iadb-br,289659.location.9,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Una",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-15.2724926, -39.24688538",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533206,iadb-br,289659.location.10,289659,289659,iadb,XI-IATI-IADB-BR-L1212,XI-IATI-IADB,,1,Activity,"Brazil,Varzeas",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.72110805, -44.39563242",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533195,iadb-bz,289325.location.0,289325,289325,iadb,XI-IATI-IADB-BL-L1038,XI-IATI-IADB,,1,Activity,"Belize,Belize",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.1204943, -88.6859028",2,Approximate,,,,PPLC,capital of a political entity,,Belize,REFORM / MODERNIZATION OF THE STATE
533196,iadb-bz,289326.location.0,289326,289326,iadb,XI-IATI-IADB-BL-L1037,XI-IATI-IADB,,1,Activity,"Belize,Belize",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.1204943, -88.6859028",2,Approximate,,,,PPLC,capital of a political entity,,Belize,FINANCIAL MARKETS
533207,iadb-br,289661.location.0,289661,289661,iadb,XI-IATI-IADB-BR-L1300,XI-IATI-IADB,,1,Activity,"Brazil,Ba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"12.4450149, -69.9231155",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533215,iadb-br,289661.location.1,289661,289661,iadb,XI-IATI-IADB-BR-L1300,XI-IATI-IADB,,1,Activity,"Brazil,Bahia",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.285251, -41.9294776",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,SUSTAINABLE TOURISM
533208,iadb-bz,289327.location.0,289327,289327,iadb,XI-IATI-IADB-BL-L1036,XI-IATI-IADB,,1,Activity,"Belize, 3RD FLOOR EAST BLOCK BUILDING , INDEPENDENCE PLAZA, BELMOPAN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.2512, -88.77336",2,Approximate,,,,PPLC,capital of a political entity,,Belize,HEALTH
533209,iadb-bz,289328.location.0,289328,289328,iadb,XI-IATI-IADB-BL-L1029,XI-IATI-IADB,,1,Activity,"Belize,Belize",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.1204943, -88.6859028",2,Approximate,,,,PPLC,capital of a political entity,,Belize,TRANSPORT
533210,iadb-bz,289329.location.0,289329,289329,iadb,XI-IATI-IADB-BL-L1019,XI-IATI-IADB,,1,Activity,"Belize,Belize",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"16.8259793, -88.7600927",2,Approximate,,,,PPLC,capital of a political entity,,Belize,TRANSPORT
533211,iadb-bz,289329.location.1,289329,289329,iadb,XI-IATI-IADB-BL-L1019,XI-IATI-IADB,,1,Activity,"Belize,Cayo",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"16.94779405, -88.89088793",2,Approximate,,,,PPLC,capital of a political entity,,Belize,TRANSPORT
533212,iadb-do,289529.location.0,289529,289529,iadb,XI-IATI-IADB-DR-L1072,XI-IATI-IADB,,1,Activity,"Dominican Republic,Santo Domingo",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.4744995, -69.904625",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),FINANCIAL MARKETS
533213,iadb-do,289530.location.0,289530,289530,iadb,XI-IATI-IADB-DR-L1117,XI-IATI-IADB,,1,Activity,"Dominican Republic, AV MEXICO 48, SANTO DOMINGO",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.476704380894, -69.893946161575",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),REFORM / MODERNIZATION OF THE STATE
533214,iadb-do,289530.location.1,289530,289530,iadb,XI-IATI-IADB-DR-L1117,XI-IATI-IADB,,1,Activity,"Dominican Republic, AV. M XICO #45, ., SANTO DOMINGO",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.47689729652, -69.895960408615",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),REFORM / MODERNIZATION OF THE STATE
533216,iadb-br,289662.location.0,289662,289662,iadb,XI-IATI-IADB-BR-L1373,XI-IATI-IADB,,1,Activity,"Brazil,Ba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"12.4450149, -69.9231155",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,TRANSPORT
533219,iadb-br,289662.location.1,289662,289662,iadb,XI-IATI-IADB-BR-L1373,XI-IATI-IADB,,1,Activity,"Brazil,Contrato",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.6814929, -42.67057717",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,TRANSPORT
533217,iadb-bz,289331.location.0,289331,289331,iadb,XI-IATI-IADB-BL-L1030,XI-IATI-IADB,,1,Activity,"Belize, SECOND FLOOR WEST BLOCK BUILDING, BELMOPAN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.25414, -88.77042",2,Approximate,,,,PPLC,capital of a political entity,,Belize,EDUCATION
533218,iadb-bz,289332.location.0,289332,289332,iadb,XI-IATI-IADB-BL-J0002,XI-IATI-IADB,,1,Activity,"Belize, SECOND FLOOR WEST BLOCK BUILDING, BELMOPAN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.25414, -88.77042",2,Approximate,,,,PPLC,capital of a political entity,,Belize,EDUCATION
533220,iadb-br,289663.location.0,289663,289663,iadb,XI-IATI-IADB-BR-L1401,XI-IATI-IADB,,1,Activity,"Brazil,Ba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"12.4450149, -69.9231155",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,TRANSPORT
533221,iadb-br,289663.location.1,289663,289663,iadb,XI-IATI-IADB-BR-L1401,XI-IATI-IADB,,1,Activity,"Brazil,Contrato",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.6814929, -42.67057717",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,TRANSPORT
533222,iadb-br,289664.location.0,289664,289664,iadb,XI-IATI-IADB-BR-L1152,XI-IATI-IADB,,1,Activity,"Brazil,Lagoa,Lagoa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.58633275, -37.90041298",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,AGRICULTURE AND RURAL DEVELOPMENT
533223,iadb-br,289664.location.1,289664,289664,iadb,XI-IATI-IADB-BR-L1152,XI-IATI-IADB,,1,Activity,"Brazil,Pium",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.4421368, -49.1747741",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,AGRICULTURE AND RURAL DEVELOPMENT
533224,iadb-br,289664.location.2,289664,289664,iadb,XI-IATI-IADB-BR-L1152,XI-IATI-IADB,,1,Activity,"Brazil,Reserva",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-24.6545336, -50.8484432",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,AGRICULTURE AND RURAL DEVELOPMENT
533225,iadb-br,289665.location.0,289665,289665,iadb,XI-IATI-IADB-BR-L1551,XI-IATI-IADB,,1,Activity,"Brazil, AV.  GUA VERDE, 2140 - VILA IZABEL, CURITIBA",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-25.453899994238, -49.292429969317",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,EDUCATION
533226,iadb-bz,289334.location.0,289334,289334,iadb,XI-IATI-IADB-BL-L1021,XI-IATI-IADB,,1,Activity,"Belize,Belize",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.1204943, -88.6859028",2,Approximate,,,,PPLC,capital of a political entity,,Belize,WATER AND SANITATION
533227,iadb-bz,289334.location.1,289334,289334,iadb,XI-IATI-IADB-BL-L1021,XI-IATI-IADB,,1,Activity,"Belize,Corozal",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.2241882, -88.2902772459017",2,Approximate,,,,PPLC,capital of a political entity,,Belize,WATER AND SANITATION
533228,iadb-bz,289334.location.2,289334,289334,iadb,XI-IATI-IADB-BL-L1021,XI-IATI-IADB,,1,Activity,"Belize,Orange Walk",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"17.7870639, -88.8601510856194",2,Approximate,,,,PPLC,capital of a political entity,,Belize,WATER AND SANITATION
533229,iadb-bz,289334.location.3,289334,289334,iadb,XI-IATI-IADB-BL-L1021,XI-IATI-IADB,,1,Activity,"Belize,Stann Creek",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"16.9666599, -88.2247368",2,Approximate,,,,PPLC,capital of a political entity,,Belize,WATER AND SANITATION
533230,iadb-bz,289334.location.4,289334,289334,iadb,XI-IATI-IADB-BL-L1021,XI-IATI-IADB,,1,Activity,"Belize,Toledo",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"16.1345572, -88.8219041",2,Approximate,,,,PPLC,capital of a political entity,,Belize,WATER AND SANITATION
533231,iadb-bz,289336.location.0,289336,289336,iadb,XI-IATI-IADB-BL-L1013,XI-IATI-IADB,,1,Activity,"Belize,Belize",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"16.8259793, -88.7600927",2,Approximate,,,,PPLC,capital of a political entity,,Belize,TRANSPORT
533232,iadb-do,289531.location.0,289531,289531,iadb,XI-IATI-IADB-DR-L1035,XI-IATI-IADB,,1,Activity,"Dominican Republic,Santo Domingo",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.4801972, -69.942111",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),SUSTAINABLE TOURISM
533233,iadb-br,289667.location.0,289667,289667,iadb,XI-IATI-IADB-BR-L1589,XI-IATI-IADB,,1,Activity,"Brazil,Cear ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.3264703, -39.7156073",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,TRANSPORT
533234,iadb-br,289668.location.0,289668,289668,iadb,XI-IATI-IADB-BR-L1181,XI-IATI-IADB,,1,Activity,"Brazil,Cear ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.3264703, -39.7156073",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,TRANSPORT
533235,iadb-br,289670.location.0,289670,289670,iadb,XI-IATI-IADB-BR-L1028,XI-IATI-IADB,,1,Activity,"Brazil,Luz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-23.53512225, -46.63539302",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENERGY
533236,iadb-br,289670.location.1,289670,289670,iadb,XI-IATI-IADB-BR-L1028,XI-IATI-IADB,,1,Activity,"Brazil,Minas Gerais,Luz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.7871171, -45.6846736",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENERGY
533237,iadb-br,289673.location.0,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Contrato",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.6814929, -42.67057717",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533242,iadb-br,289673.location.1,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Itati",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-29.4918877, -50.102071",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533243,iadb-br,289673.location.2,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Jardim",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-21.479941, -56.148902",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533244,iadb-br,289673.location.3,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Jureia",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-21.2436143, -46.37223974",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533245,iadb-br,289673.location.4,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Mari",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.0580611, -35.3184163",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533246,iadb-br,289673.location.5,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Mari,Jardim",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-23.7232383, -46.8601225",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533247,iadb-br,289673.location.6,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Se",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"49.6026265, 6.1338866",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533248,iadb-br,289673.location.7,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Serra",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-20.1252961, -40.3064477",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533249,iadb-br,289673.location.8,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Serra,Se",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-23.6121912, -46.7790539",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533250,iadb-br,289673.location.9,289673,289673,iadb,XI-IATI-IADB-BR-L1241,XI-IATI-IADB,,1,Activity,"Brazil,Serra,Serra",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-20.1252961, -40.3064477",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,ENVIRONMENT AND NATURAL DISASTERS
533238,iadb-do,289536.location.0,289536,289536,iadb,XI-IATI-IADB-DR-L1150,XI-IATI-IADB,,1,Activity,"Dominican Republic, AVENIDA PEDRO A LLUVERES, ESQUINA FRACIA, #1, TERCER PISO, SANTO DOMINGO",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.472404247084, -69.90406729866",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),REFORM / MODERNIZATION OF THE STATE
533239,iadb-do,289536.location.1,289536,289536,iadb,XI-IATI-IADB-DR-L1150,XI-IATI-IADB,,1,Activity,"Dominican Republic, AV. M XICO #45, ., SANTO DOMINGO",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.47689729652, -69.895960408615",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),REFORM / MODERNIZATION OF THE STATE
533240,iadb-do,289537.location.0,289537,289537,iadb,XI-IATI-IADB-DR-L1147,XI-IATI-IADB,,1,Activity,"Dominican Republic, AV. ABRAHAM LINCONL NO. 962, SANTO DOMINGO",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.464286875791, -69.929480910549",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),SCIENCE AND TECHNOLOGY
533241,iadb-do,289538.location.0,289538,289538,iadb,XI-IATI-IADB-DR-L1132,XI-IATI-IADB,,1,Activity,"Dominican Republic,Santo Domingo",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.4801972, -69.942111",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),TRANSPORT
533251,iadb-br,289674.location.0,289674,289674,iadb,XI-IATI-IADB-BR-L1429,XI-IATI-IADB,,1,Activity,"Brazil,S o Paulo",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-1.2043218, -47.1583944",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533253,iadb-br,289674.location.1,289674,289674,iadb,XI-IATI-IADB-BR-L1429,XI-IATI-IADB,,1,Activity,"Brazil,S o Paulo,S o Paulo",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-23.5506507, -46.6333824",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533252,iadb-cl,289345.location.0,289345,289345,iadb,XI-IATI-IADB-CH-L1159,XI-IATI-IADB,,1,Activity,"Chile, ALAMEDA 1449, PISOS 13 - 14. EDIFICIO SA NTIAGO DOWNTOWN II, SANTIAGO",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.42533, -100.15205",2,Approximate,,,,PPLC,capital of a political entity,,Chile,ENERGY
533254,iadb-br,289675.location.0,289675,289675,iadb,XI-IATI-IADB-BR-L1408,XI-IATI-IADB,,1,Activity,"Brazil,Cear ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.3264703, -39.7156073",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533259,iadb-br,289675.location.1,289675,289675,iadb,XI-IATI-IADB-BR-L1408,XI-IATI-IADB,,1,Activity,"Brazil,Cear ,Mel",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.3973496, -39.5745518",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533260,iadb-br,289675.location.2,289675,289675,iadb,XI-IATI-IADB-BR-L1408,XI-IATI-IADB,,1,Activity,"Brazil,Cear ,Sa de",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-4.23274745, -38.88615745",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533261,iadb-br,289675.location.3,289675,289675,iadb,XI-IATI-IADB-BR-L1408,XI-IATI-IADB,,1,Activity,"Brazil,Cear ,Sa de,Sa de",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.3914375, -38.0159378",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533262,iadb-br,289675.location.4,289675,289675,iadb,XI-IATI-IADB-BR-L1408,XI-IATI-IADB,,1,Activity,"Brazil,Cear ,Se",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-3.7667275, -38.5363248",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533263,iadb-br,289675.location.5,289675,289675,iadb,XI-IATI-IADB-BR-L1408,XI-IATI-IADB,,1,Activity,"Brazil,Mel",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.3973496, -39.5745518",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533264,iadb-br,289675.location.6,289675,289675,iadb,XI-IATI-IADB-BR-L1408,XI-IATI-IADB,,1,Activity,"Brazil,Sa de",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.9414907, -40.4205842",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533265,iadb-br,289675.location.7,289675,289675,iadb,XI-IATI-IADB-BR-L1408,XI-IATI-IADB,,1,Activity,"Brazil,Sa de,Sa de",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-23.6182458, -46.6391896",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533266,iadb-br,289675.location.8,289675,289675,iadb,XI-IATI-IADB-BR-L1408,XI-IATI-IADB,,1,Activity,"Brazil,Se",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.6743911, -37.3773519",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533255,iadb-cl,289346.location.0,289346,289346,iadb,XI-IATI-IADB-CH-L1165,XI-IATI-IADB,,1,Activity,"Chile, ALAMEDA 1449, PISOS 13 - 14. EDIFICIO SA NTIAGO DOWNTOWN II, SANTIAGO",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"25.42533, -100.15205",2,Approximate,,,,PPLC,capital of a political entity,,Chile,ENERGY
533256,iadb-cl,289349.location.0,289349,289349,iadb,XI-IATI-IADB-CH-L1166,XI-IATI-IADB,,1,Activity,"Chile, TEATINOS 120, PISO 12, SANTIAGO",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-33.442010953617, -70.654787378198",2,Approximate,,,,PPLC,capital of a political entity,,Chile,PRIVATE FIRMS AND SME DEVELOPMENT
533257,iadb-do,289540.location.0,289540,289540,iadb,XI-IATI-IADB-DR-L1149,XI-IATI-IADB,,1,Activity,"Dominican Republic, AV. M XICO #45, ., SANTO DOMINGO",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.47689729652, -69.895960408615",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),FINANCIAL MARKETS
533258,iadb-do,289541.location.0,289541,289541,iadb,XI-IATI-IADB-DR-L1141,XI-IATI-IADB,,1,Activity,"CALLE H CTOR HOMERO HERN NDEZ ESQ. HORACIO BLANCO FOMBONA, E, SANTO DOMINGO, DISTRITO NACIONAL",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"18.485141076239, -69.927123542992",2,Approximate,,,,PPLC,capital of a political entity,,Dominican Republic (the),TRANSPORT
533267,iadb-br,289676.location.0,289676,289676,iadb,XI-IATI-IADB-BR-L1518,XI-IATI-IADB,,1,Activity,"Brazil,Para",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-4.7493933, -52.8973006",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
533270,iadb-br,289676.location.1,289676,289676,iadb,XI-IATI-IADB-BR-L1518,XI-IATI-IADB,,1,Activity,"Brazil,Sa de",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.9414907, -40.4205842",2,Approximate,,,,PPLC,capital of a political entity,,Brazil,HEALTH
